date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version,timeframe_all
202106,40 - 49,fully_vaccinated,0,0,7633,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,40 - 49,partially_vaccinated,1,1,18091,5.53,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,40 - 49,not_vaccinated,6,17,1181181,0.51,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,40 - 49,unknown,18,51,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,50 - 59,fully_vaccinated,0,0,10734,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,50 - 59,partially_vaccinated,0,0,30292,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,50 - 59,not_vaccinated,17,34,1264517,1.34,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,50 - 59,unknown,27,101,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,60 - 69,fully_vaccinated,0,0,9277,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,60 - 69,partially_vaccinated,1,1,33197,3.01,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,60 - 69,not_vaccinated,12,42,929803,1.29,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,60 - 69,unknown,41,133,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,70 - 79,fully_vaccinated,1,1,24004,4.17,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,70 - 79,partially_vaccinated,0,3,97641,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,70 - 79,not_vaccinated,22,58,618268,3.56,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,70 - 79,unknown,46,165,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,80+,fully_vaccinated,2,2,41703,4.8,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,80+,partially_vaccinated,2,8,135084,1.48,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,80+,not_vaccinated,39,92,283111,13.78,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,80+,unknown,70,262,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202106,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,0 - 9,fully_vaccinated,0,0,17,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,0 - 9,partially_vaccinated,0,0,11,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,0 - 9,not_vaccinated,2,18,880559,0.23,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,0 - 9,unknown,1,3,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,10 - 19,fully_vaccinated,0,0,578,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,10 - 19,partially_vaccinated,0,0,1184,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,10 - 19,not_vaccinated,3,8,851613,0.35,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,10 - 19,unknown,1,4,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,20 - 29,fully_vaccinated,0,0,5012,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,20 - 29,partially_vaccinated,0,0,8664,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,20 - 29,not_vaccinated,2,13,1028941,0.19,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,20 - 29,unknown,3,17,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,30 - 39,fully_vaccinated,0,0,8031,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,30 - 39,partially_vaccinated,0,0,13579,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,30 - 39,not_vaccinated,4,14,1226630,0.33,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,30 - 39,unknown,5,31,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,40 - 49,fully_vaccinated,0,0,10823,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,40 - 49,partially_vaccinated,0,1,18873,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,40 - 49,not_vaccinated,6,23,1177209,0.51,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,40 - 49,unknown,11,62,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,50 - 59,fully_vaccinated,0,0,16115,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,50 - 59,partially_vaccinated,0,0,31950,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,50 - 59,not_vaccinated,17,51,1257478,1.35,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,50 - 59,unknown,21,122,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,60 - 69,fully_vaccinated,0,0,15366,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,60 - 69,partially_vaccinated,0,1,34793,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,60 - 69,not_vaccinated,19,61,922118,2.06,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,60 - 69,unknown,29,162,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,70 - 79,fully_vaccinated,2,3,47704,4.19,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,70 - 79,partially_vaccinated,5,8,89794,5.57,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,70 - 79,not_vaccinated,23,81,602415,3.82,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,70 - 79,unknown,49,214,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,80+,fully_vaccinated,4,6,71988,5.56,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,80+,partially_vaccinated,5,13,123968,4.03,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,80+,not_vaccinated,33,125,263942,12.5,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,80+,unknown,68,330,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202107,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,0 - 9,fully_vaccinated,0,0,21,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,0 - 9,partially_vaccinated,0,0,9,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,0 - 9,not_vaccinated,2,20,880557,0.23,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,0 - 9,unknown,2,5,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,10 - 19,fully_vaccinated,0,0,835,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,10 - 19,partially_vaccinated,0,0,1115,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,10 - 19,not_vaccinated,3,11,851425,0.35,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,10 - 19,unknown,1,5,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,20 - 29,fully_vaccinated,0,0,6684,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,20 - 29,partially_vaccinated,0,0,8775,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,20 - 29,not_vaccinated,2,15,1027158,0.19,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,20 - 29,unknown,3,20,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,30 - 39,fully_vaccinated,0,0,10745,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,30 - 39,partially_vaccinated,0,0,13729,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,30 - 39,not_vaccinated,5,19,1223766,0.41,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,30 - 39,unknown,8,39,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,40 - 49,fully_vaccinated,0,0,14889,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,40 - 49,partially_vaccinated,0,1,18350,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,40 - 49,not_vaccinated,8,31,1173666,0.68,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,40 - 49,unknown,6,68,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,50 - 59,fully_vaccinated,0,0,23034,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,50 - 59,partially_vaccinated,0,0,30662,0,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,50 - 59,not_vaccinated,9,60,1251847,0.72,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,50 - 59,unknown,19,141,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,60 - 69,fully_vaccinated,3,3,23692,12.66,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,60 - 69,partially_vaccinated,1,2,32448,3.08,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,60 - 69,not_vaccinated,24,85,916137,2.62,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,60 - 69,unknown,33,195,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,70 - 79,fully_vaccinated,2,5,75582,2.65,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,70 - 79,partially_vaccinated,2,10,75514,2.65,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,70 - 79,not_vaccinated,15,96,588817,2.55,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,70 - 79,unknown,52,266,NA,NA,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,80+,fully_vaccinated,1,7,110203,0.91,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
202108,80+,partially_vaccinated,3,16,100881,2.97,NA,CHFL,COVID19Hosp,vaccine,all,limited,2021-12-02_07-48-44,TRUE
