date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-09-03,BE,2525,1043132,1208642,0.24,0.2,115.87,2089.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-04,BE,242,1043132,1208884,0.02,0.2,115.89,2101.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-05,BE,0,1043132,1208884,0,0.21,115.89,2229.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-06,BE,2554,1043132,1211438,0.24,0.24,116.13,2527,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-07,BE,3365,1043132,1214803,0.32,0.27,116.46,2879.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-08,BE,3768,1043132,1218571,0.36,0.28,116.82,2931.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-09,BE,5235,1043132,1223806,0.5,0.28,117.32,2931.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-10,BE,4991,1043132,1228797,0.48,0.32,117.8,3310.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-11,BE,605,1043132,1229402,0.06,0.34,117.86,3520.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-12,BE,4,1043132,1229406,0,0.36,117.86,3723.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-13,BE,5204,1043132,1234610,0.5,0.36,118.36,3716.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-14,BE,4835,1043132,1239445,0.46,0.36,118.82,3735,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-15,BE,5193,1043132,1244638,0.5,0.36,119.32,3797.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-16,BE,5186,1043132,1249824,0.5,0.36,119.81,3796.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-17,BE,5118,1043132,1254942,0.49,0.36,120.31,3790.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-18,BE,1041,1043132,1255983,0.1,0.36,120.4,3751.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-19,BE,1,1043132,1255984,0,0.35,120.41,3693.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-20,BE,5162,1043132,1261146,0.49,0.35,120.9,3644.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-21,BE,4559,1043132,1265705,0.44,0.34,121.34,3575.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-22,BE,4789,1043132,1270494,0.46,0.34,121.8,3567.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-23,BE,4841,1043132,1275335,0.46,0.34,122.26,3567.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-24,BE,4637,1043132,1279972,0.44,0.31,122.7,3198.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-25,BE,985,1043132,1280957,0.09,0.29,122.8,3003.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-26,BE,0,1043132,1280957,0,0.26,122.8,2679.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-27,BE,2578,1043132,1283535,0.25,0.23,123.05,2401,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-28,BE,3195,1043132,1286730,0.31,0.21,123.35,2191.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-29,BE,2520,1043132,1289250,0.24,0.2,123.59,2124.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-09-30,BE,2892,1043132,1292142,0.28,0.2,123.87,2124.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-01,BE,3169,1043132,1295311,0.3,0.21,124.18,2216,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-02,BE,519,1043132,1295830,0.05,0.21,124.22,2218.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-03,BE,1,1043132,1295831,0,0.23,124.23,2371.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-04,BE,3216,1043132,1299047,0.31,0.24,124.53,2489.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-05,BE,3210,1043132,1302257,0.31,0.25,124.84,2568.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-06,BE,3595,1043132,1305852,0.34,0.26,125.19,2656.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-07,BE,3718,1043132,1309570,0.36,0.26,125.54,2656.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-08,BE,3719,1043132,1313289,0.36,0.26,125.9,2725,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-09,BE,1139,1043132,1314428,0.11,0.27,126.01,2779.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-10,BE,0,1043132,1314428,0,0.27,126.01,2865.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-11,BE,3694,1043132,1318122,0.35,0.28,126.36,2950.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-12,BE,3594,1043132,1321716,0.34,0.29,126.71,3019.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-13,BE,4195,1043132,1325911,0.4,0.28,127.11,2982.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-14,BE,4315,1043132,1330226,0.41,0.28,127.52,2982.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-15,BE,4202,1043132,1334428,0.4,0.28,127.93,2926.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-16,BE,875,1043132,1335303,0.08,0.28,128.01,2955.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-17,BE,0,1043132,1335303,0,0.28,128.01,2924.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-18,BE,3306,1043132,1338609,0.32,0.26,128.33,2739.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-19,BE,3798,1043132,1342407,0.36,0.25,128.69,2618.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-20,BE,3973,1043132,1346380,0.38,0.25,129.07,2616,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-21,BE,3025,1043132,1349405,0.29,0.25,129.36,2616,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-22,BE,3351,1043132,1352756,0.32,0.24,129.68,2479,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-23,BE,859,1043132,1353615,0.08,0.22,129.76,2307.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-24,BE,0,1043132,1353615,0,0.2,129.76,2084.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-25,BE,2347,1043132,1355962,0.22,0.19,129.99,2009.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-26,BE,2598,1043132,1358560,0.25,0.19,130.24,1951.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-27,BE,2414,1043132,1360974,0.23,0.18,130.47,1911.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-28,BE,2496,1043132,1363470,0.24,0.18,130.71,1912.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-29,BE,2948,1043132,1366418,0.28,0.18,130.99,1827.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-30,BE,576,1043132,1366994,0.06,0.17,131.05,1726.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-10-31,BE,7,1043132,1367001,0,0.16,131.05,1647.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-01,BE,1755,1043132,1368756,0.17,0.15,131.22,1582.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-02,BE,1887,1043132,1370643,0.18,0.14,131.4,1474.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-03,BE,1862,1043132,1372505,0.18,0.15,131.58,1526.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-04,BE,2044,1043132,1374549,0.2,0.15,131.77,1525.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-05,BE,2193,1043132,1376742,0.21,0.15,131.98,1544.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-06,BE,936,1043132,1377678,0.09,0.15,132.07,1549.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-07,BE,0,1043132,1377678,0,0.16,132.07,1659.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-08,BE,1887,1043132,1379565,0.18,0.16,132.25,1695.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-09,BE,1924,1043132,1381489,0.18,0.17,132.44,1805.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-10,BE,2630,1043132,1384119,0.25,0.17,132.69,1831.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-11,BE,2300,1043132,1386419,0.22,0.17,132.91,1832.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-12,BE,2959,1043132,1389378,0.28,0.21,133.19,2199.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-13,BE,1118,1043132,1390496,0.11,0.27,133.3,2792.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-14,BE,7,1043132,1390503,0,0.32,133.3,3326.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-15,BE,4457,1043132,1394960,0.43,0.37,133.73,3913,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-16,BE,6075,1043132,1401035,0.58,0.43,134.31,4512,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-17,BE,6370,1043132,1407405,0.61,0.44,134.92,4633,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-18,BE,6405,1043132,1413810,0.61,0.44,135.54,4632.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-19,BE,7152,1043132,1420962,0.69,0.47,136.22,4903.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-20,BE,1965,1043132,1422927,0.19,0.49,136.41,5149.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-21,BE,4,1043132,1422931,0,0.51,136.41,5353.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-22,BE,6354,1043132,1429285,0.61,0.53,137.02,5527.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-23,BE,7798,1043132,1437083,0.75,0.53,137.77,5526.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-24,BE,7799,1043132,1444882,0.75,0.53,138.51,5486.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-25,BE,7620,1043132,1452502,0.73,0.53,139.24,5486.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-26,BE,7147,1043132,1459649,0.69,0.55,139.93,5759.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-27,BE,1686,1043132,1461335,0.16,0.57,140.09,5913.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-28,BE,1,1043132,1461336,0,0.59,140.09,6144,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-29,BE,8265,1043132,1469601,0.79,NA,140.88,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-11-30,BE,8874,1043132,1478475,0.85,NA,141.73,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-12-01,BE,9415,1043132,1487890,0.9,NA,142.64,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-21,BL,0,290969,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-22,BL,0,290969,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-23,BL,0,290969,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-24,BL,0,290969,0,0,0,0,0,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-25,BL,0,290969,0,0,0,0,9.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-26,BL,0,290969,0,0,0.01,0,17,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-27,BL,0,290969,0,0,0.01,0,36.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-28,BL,64,290969,64,0.02,0.01,0.02,36.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-29,BL,55,290969,119,0.02,0.01,0.04,36.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-30,BL,135,290969,254,0.05,0.01,0.09,36.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2020-12-31,BL,0,290969,254,0,0.01,0.09,36.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-01,BL,1,290969,255,0,0.02,0.09,62.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-02,BL,1,290969,256,0,0.03,0.09,86.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-03,BL,0,290969,256,0,0.04,0.09,111.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-04,BL,243,290969,499,0.08,0.06,0.17,186.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-05,BL,224,290969,723,0.08,0.08,0.25,232.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-06,BL,312,290969,1035,0.11,0.08,0.36,232.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-07,BL,527,290969,1562,0.18,0.08,0.54,232.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-08,BL,320,290969,1882,0.11,0.1,0.65,278,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-09,BL,0,290969,1882,0,0.11,0.65,325.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-10,BL,0,290969,1882,0,0.13,0.65,383.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-11,BL,563,290969,2445,0.19,0.14,0.84,393.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-12,BL,558,290969,3003,0.19,0.15,1.03,429.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-13,BL,714,290969,3717,0.25,0.15,1.28,429.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-14,BL,599,290969,4316,0.21,0.15,1.48,429.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-15,BL,573,290969,4889,0.2,0.16,1.68,451.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-16,BL,0,290969,4889,0,0.16,1.68,473.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-17,BL,0,290969,4889,0,0.16,1.68,474.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-18,BL,718,290969,5607,0.25,0.17,1.93,488,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-19,BL,711,290969,6318,0.24,0.17,2.17,497.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-20,BL,720,290969,7038,0.25,0.17,2.42,497.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-21,BL,694,290969,7732,0.24,0.17,2.66,497.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-22,BL,640,290969,8372,0.22,0.16,2.88,471.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-23,BL,0,290969,8372,0,0.15,2.88,427.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-24,BL,0,290969,8372,0,0.13,2.88,391.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-25,BL,537,290969,8909,0.18,0.15,3.06,428.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-26,BL,401,290969,9310,0.14,0.15,3.2,437.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-27,BL,467,290969,9777,0.16,0.15,3.36,437.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-28,BL,954,290969,10731,0.33,0.15,3.69,437.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-29,BL,702,290969,11433,0.24,0.16,3.93,468.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-30,BL,0,290969,11433,0,0.18,3.93,518,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-01-31,BL,0,290969,11433,0,0.2,3.93,575.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-01,BL,755,290969,12188,0.26,0.19,4.19,546.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-02,BL,748,290969,12936,0.26,0.19,4.45,554.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-03,BL,870,290969,13806,0.3,0.19,4.74,554.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-04,BL,750,290969,14556,0.26,0.19,5,554.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-05,BL,758,290969,15314,0.26,0.19,5.26,544.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-06,BL,0,290969,15314,0,0.2,5.26,565.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-07,BL,0,290969,15314,0,0.2,5.26,566.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-08,BL,688,290969,16002,0.24,0.21,5.5,608.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-09,BL,890,290969,16892,0.31,0.22,5.81,641.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-10,BL,880,290969,17772,0.3,0.22,6.11,641.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-11,BL,1044,290969,18816,0.36,0.22,6.47,641.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-12,BL,988,290969,19804,0.34,0.23,6.81,677.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-13,BL,0,290969,19804,0,0.23,6.81,673.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-14,BL,0,290969,19804,0,0.24,6.81,703.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-15,BL,940,290969,20744,0.32,0.25,7.13,717.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-16,BL,864,290969,21608,0.3,0.25,7.43,720.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-17,BL,1091,290969,22699,0.37,0.25,7.8,720.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-18,BL,1139,290969,23838,0.39,0.25,8.19,720.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-19,BL,1007,290969,24845,0.35,0.25,8.54,720.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-20,BL,0,290969,24845,0,0.25,8.54,727.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-21,BL,0,290969,24845,0,0.24,8.54,714.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-22,BL,944,290969,25789,0.32,0.23,8.86,683.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-23,BL,911,290969,26700,0.31,0.23,9.18,673.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-24,BL,1003,290969,27703,0.34,0.23,9.52,673.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-25,BL,921,290969,28624,0.32,0.23,9.84,673.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-26,BL,935,290969,29559,0.32,0.22,10.16,655,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-27,BL,0,290969,29559,0,0.23,10.16,665.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-02-28,BL,0,290969,29559,0,0.23,10.16,658.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-01,BL,815,290969,30374,0.28,0.22,10.44,636.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-02,BL,986,290969,31360,0.34,0.21,10.78,620.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-03,BL,952,290969,32312,0.33,0.21,11.1,620.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-04,BL,769,290969,33081,0.26,0.21,11.37,620.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-05,BL,822,290969,33903,0.28,0.21,11.65,610,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-06,BL,0,290969,33903,0,0.2,11.65,574,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-07,BL,1,290969,33904,0,0.19,11.65,567.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-08,BL,740,290969,34644,0.25,0.19,11.91,571.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-09,BL,734,290969,35378,0.25,0.2,12.16,580.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-10,BL,907,290969,36285,0.31,0.2,12.47,580.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-11,BL,794,290969,37079,0.27,0.2,12.74,580,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-12,BL,885,290969,37964,0.3,0.23,13.05,683.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-13,BL,0,290969,37964,0,0.28,13.05,807.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-14,BL,0,290969,37964,0,0.31,13.05,901.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-15,BL,1465,290969,39429,0.5,0.34,13.55,988.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-16,BL,1603,290969,41032,0.55,0.36,14.1,1049.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-17,BL,1561,290969,42593,0.54,0.36,14.64,1060.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-18,BL,1403,290969,43996,0.48,0.36,15.12,1060.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-19,BL,1316,290969,45312,0.45,0.39,15.57,1125.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-20,BL,73,290969,45385,0.03,0.39,15.6,1136.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-21,BL,0,290969,45385,0,0.42,15.6,1211.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-22,BL,1921,290969,47306,0.66,0.44,16.26,1285.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-23,BL,1684,290969,48990,0.58,0.46,16.84,1334.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-24,BL,2085,290969,51075,0.72,0.46,17.55,1324.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-25,BL,1920,290969,52995,0.66,0.46,18.21,1324.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-26,BL,1660,290969,54655,0.57,0.44,18.78,1267.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-27,BL,0,290969,54655,0,0.43,18.78,1246.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-28,BL,0,290969,54655,0,0.4,18.78,1164.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-29,BL,1524,290969,56179,0.52,0.39,19.31,1127.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-30,BL,1537,290969,57716,0.53,0.31,19.84,890.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-03-31,BL,1510,290969,59226,0.52,0.31,20.35,892,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-01,BL,1661,290969,60887,0.57,0.31,20.93,892,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-02,BL,0,290969,60887,0,0.23,20.93,674.29,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-03,BL,12,290969,60899,0,0.25,20.93,718.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-04,BL,0,290969,60899,0,0.26,20.93,766.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-05,BL,0,290969,60899,0,0.26,20.93,771.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-06,BL,1849,290969,62748,0.64,0.34,21.57,977.86,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-07,BL,1846,290969,64594,0.63,0.34,22.2,976.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-08,BL,1696,290969,66290,0.58,0.34,22.78,976.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-09,BL,1442,290969,67732,0.5,0.49,23.28,1424,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-10,BL,0,290969,67732,0,0.56,23.28,1617.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-11,BL,0,290969,67732,0,0.62,23.28,1796.14,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-12,BL,3135,290969,70867,1.08,0.7,24.36,2031.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-13,BL,3205,290969,74072,1.1,0.78,25.46,2272.71,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-14,BL,3095,290969,77167,1.06,0.78,26.52,2283,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-15,BL,3344,290969,80511,1.15,0.78,27.67,2283,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-16,BL,3130,290969,83641,1.08,0.79,28.75,2304.43,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
2021-04-17,BL,72,290969,83713,0.02,0.79,28.77,2309.57,COVID19VaccDosesAdministered,2021-12-02_07-48-44,detailed
