sex,nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
male,all,SO,202101,2138,321,1817,44093,15,-4.399999999999999,12.9,0.463,46.300000000000004,138626,1542.28,31807.16,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,346,249.59,19.3,3.500000000000007,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202101,1290,265,1025,27790,20.5,-0.5,15.2,0.487,48.699999999999996,83109,1552.18,33438.02,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,189,227.41,17.2,2.8999999999999915,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202101,2193,387,1806,43526,17.6,-3.3999999999999986,13.8,0.426,42.6,142527,1538.66,30538.78,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,536,376.07,32.3,2.8999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202101,3710,602,3108,68079,16.2,-6.300000000000001,16.5,0.432,43.2,170830,2171.75,39851.9,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,309,180.88,9.1,0.30000000000000426,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202101,209,42,167,3939,20.1,-7.699999999999999,17,0.505,50.5,18768,1113.6,20987.85,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,4,21.32,2,2.3000000000000043,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202101,8251,1031,7220,185850,12.5,-0.8000000000000007,15,0.469,46.9,400217,2061.63,46437.31,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,1443,360.55,21.2,0.4999999999999929,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202101,3265,489,2776,60143,15,0.40000000000000036,20.6,0.49,49,172955,1887.77,34773.79,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,359,207.56,12.4,1.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202101,1168,168,1000,25032,14.4,-1.799999999999999,11.1,0.474,47.4,65227,1790.67,38376.75,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,178,272.89,18,0.3999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202101,14505,2113,12392,339032,14.6,-3.0000000000000018,11.4,0.466,46.6,774299,1873.31,43785.67,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,860,111.07,6.3,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202101,6376,1047,5329,124372,16.4,-3,13.1,0.533,53.300000000000004,345258,1846.73,36022.92,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,333,96.44,5.5,-2.999999999999993,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202101,111,12,99,2101,10.8,-18.3,17.4,0.534,53.400000000000006,7932,1399.39,26487.64,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,32,403.42,40.5,-2.999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202101,537,125,412,9300,23.3,0.1999999999999993,15.1,0.554,55.400000000000006,27426,1958,33909.43,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,169,616.21,45.9,1.2000000000000028,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202101,10403,1331,9072,200378,12.8,-1.3999999999999986,12.1,0.552,55.2,530832,1959.75,37747.91,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,443,83.45,4.4,-1.1999999999999886,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202101,3093,291,2802,57298,9.4,-3.4000000000000004,10,0.565,56.49999999999999,148202,2087.02,38662.1,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,369,248.99,13.5,-1.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BS,202101,2566,260,2306,50434,10.1,0.7999999999999989,8.5,0.55,55.00000000000001,101114,2537.73,49878.36,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,213,210.65,9.1,-0.19999999999999574,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FL,202101,553,62,491,13900,11.2,-6.600000000000001,9.2,0.612,61.199999999999996,19687,2808.96,70604.97,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-87,-441.92,-13.6,-2.4000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,FR,202101,2374,355,2019,62095,15,0.9000000000000004,20.4,0.524,52.400000000000006,162511,1460.82,38209.72,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,350,215.37,17.3,-2.1999999999999957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GE,202101,6153,507,5646,164390,8.2,-1.6000000000000014,15,0.537,53.7,261023,2357.26,62979.12,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,569,217.98,10.2,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GL,202101,461,120,341,6603,26,4.899999999999999,14.5,0.575,57.49999999999999,20226,2279.24,32646.1,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,63,311.48,15.8,-5.6000000000000085,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,GR,202101,2851,262,2589,46043,9.2,-4.200000000000001,9.6,0.493,49.3,99807,2856.51,46132.03,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,495,495.95,21,-3.700000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,JU,202101,630,134,496,15608,21.3,4.5,17.5,0.552,55.2,37235,1691.96,41917.55,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-114,-306.16,-15.3,-5.099999999999994,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,LU,202101,4058,783,3275,68569,19.3,-1.5999999999999979,14.2,0.56,56.00000000000001,208765,1943.81,32845.07,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,509,243.81,14.3,-1.5999999999999872,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NE,202101,1767,287,1480,35963,16.2,0.3999999999999986,18.2,0.581,58.099999999999994,89710,1969.68,40088.06,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,254,283.13,16.8,1.7999999999999972,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,NW,202101,340,70,270,5619,20.6,-2,13.7,0.512,51.2,21222,1602.11,26477.24,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,44,207.33,14.9,-1.8999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,OW,202101,219,48,171,4745,21.9,6.199999999999999,15.5,0.517,51.7,18840,1162.42,25185.77,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-11,-58.39,-4.8,-3.1000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SG,202101,4800,998,3802,92804,20.8,-3.099999999999998,17,0.547,54.7,256396,1872.1,36195.57,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,616,240.25,14.7,-2.79999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SH,202101,664,95,569,14940,14.3,2.6000000000000014,11.6,0.534,53.400000000000006,41945,1583.03,35618.07,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-17,-40.52,-2.5,-4.29999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SO,202101,2484,359,2125,48830,14.5,-2.6999999999999993,12.5,0.537,53.7,138836,1789.16,35170.99,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,94,67.7,3.9,-3.3999999999999915,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,SZ,202101,1358,288,1070,28889,21.2,0.3000000000000007,15.1,0.512,51.2,79048,1717.94,36546.15,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,58,73.37,4.5,-2.8999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TG,202101,2948,526,2422,49343,17.8,-1,13.9,0.573,57.3,140382,2099.98,35149.09,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,435,309.86,17.3,-3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,TI,202101,4883,721,4162,79695,14.8,-6,15.6,0.568,56.8,180156,2710.43,44236.66,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,350,194.28,7.7,-0.29999999999999716,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,UR,202101,205,46,159,4411,22.4,-4,17.5,0.495,49.5,18051,1135.67,24436.32,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-15,-83.1,-6.8,-2.3000000000000043,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VD,202101,9322,1087,8235,211195,11.7,-1.1000000000000014,14.3,0.53,53,414545,2248.73,50946.22,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,1475,355.81,18.8,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,VS,202101,3391,528,2863,66982,15.6,0.40000000000000036,20.7,0.509,50.9,175548,1931.67,38155.95,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,131,74.63,4,-1.9000000000000057,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZG,202101,1295,229,1066,24168,17.7,-1.1000000000000014,11.2,0.526,52.6,63567,2037.22,38019.73,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,178,280.02,15.9,-0.3999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,ZH,202101,16570,2471,14099,372371,14.9,-2.0999999999999996,10.8,0.533,53.300000000000004,779124,2126.75,47793.55,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,282,36.2,1.7,-1.1000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AG,202101,6,1,5,61,16.7,16.7,11.5,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AI,202101,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,AR,202101,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BE,202101,1,0,1,171,0,0,10.5,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-7,NA,-87.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BL,202101,0,0,NA,26,NA,NA,7.7,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-2,NA,-100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,BS,202101,4,0,4,66,0,-11.1,10.6,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-5,NA,-55.6,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FL,202101,1,0,1,1,0,NA,0,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,1,NA,NA,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,FR,202101,2,0,2,14,0,0,7.1,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,1,NA,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GE,202101,11,0,11,88,0,-12.5,6.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,3,NA,37.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GL,202101,0,0,NA,5,NA,NA,40,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,GR,202101,1,0,1,6,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,1,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,JU,202101,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,LU,202101,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NE,202101,13,1,12,43,7.7,7.7,2.3,0.004,0.4,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,12,NA,1200,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,NW,202101,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,OW,202101,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SG,202101,2,1,1,12,50,50,8.3,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,1,NA,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SH,202101,0,0,NA,7,NA,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-1,NA,-100,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SO,202101,0,0,NA,20,NA,NA,10,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-2,NA,-100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,SZ,202101,2,0,2,15,0,0,13.3,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TG,202101,1,0,1,4,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,1,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,TI,202101,4,0,4,9,0,NA,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,4,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,UR,202101,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VD,202101,11,0,11,732,0,-32,4.6,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,-14,NA,-56,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,VS,202101,9,1,8,111,11.1,0,3.6,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZG,202101,1,0,1,3,0,0,0,0,0,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unknown,all,ZH,202101,28,2,26,293,7.1,7.1,5.8,0.001,0.1,NA,NA,NA,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-01,8,NA,40,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AG,202102,5128,687,4441,118929,13.4,-2.0999999999999996,13.4,0.482,48.199999999999996,348814,1470.12,34095.25,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-457,-131.02,-8.2,1.499999999999993,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AI,202102,117,18,99,2183,15.4,-6.200000000000001,18.9,0.576,57.599999999999994,8361,1399.35,26109.32,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,20,239.2,20.6,10.999999999999993,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,AR,202102,377,56,321,8764,14.9,-3.799999999999999,14.8,0.528,52.800000000000004,27883,1352.08,31431.34,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-56,-200.84,-12.9,8.200000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BE,202102,7877,796,7081,179815,10.1,-3.3000000000000007,12.4,0.469,46.9,512300,1537.58,35099.55,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-574,-112.04,-6.8,2.0999999999999943,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BL,202102,2120,189,1931,53096,8.9,-2.9000000000000004,10.9,0.451,45.1,142767,1484.94,37190.67,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-260,-182.11,-10.9,1.6000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,BS,202102,1841,129,1712,45569,7,-2.0999999999999996,9,0.45,45,95621,1925.31,47655.85,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-257,-268.77,-12.2,0.10000000000000142,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FL,202102,303,21,282,8422,6.9,-8.2,13.7,0.366,36.6,19368,1564.44,43484.1,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-47,-242.66,-13.4,-2.1000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,FR,202102,2078,271,1807,56297,13,-1.9000000000000004,20.4,0.482,48.199999999999996,162985,1274.96,34541.22,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-73,-44.79,-3.4,0.6999999999999957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GE,202102,5471,486,4985,145523,8.9,0.5,15.3,0.469,46.9,245320,2230.15,59319.66,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,170,69.3,3.2,0.6999999999999957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GL,202102,352,37,315,5999,10.5,-13.8,14.2,0.39,39,20625,1706.67,29086.06,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,11,53.34,3.2,-3.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,GR,202102,2341,202,2139,44669,8.6,-1.9000000000000004,10.1,0.545,54.50000000000001,100289,2334.25,44540.28,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-593,-591.3,-20.2,3.8000000000000043,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,JU,202102,504,80,424,12123,15.9,-5.6,18.6,0.412,41.199999999999996,36474,1381.81,33237.37,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-7,-19.19,-1.4,-3.6000000000000085,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,LU,202102,2896,505,2391,64949,17.4,-2.700000000000003,14.5,0.449,44.9,207582,1395.11,31288.36,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-297,-143.08,-9.3,0.8999999999999986,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NE,202102,1131,167,964,30376,14.8,-2.3999999999999986,19,0.452,45.2,86184,1312.31,35245.52,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-128,-148.52,-10.2,3.8000000000000043,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,NW,202102,296,44,252,6220,14.9,-2.9999999999999982,12.6,0.456,45.6,22298,1327.47,27894.88,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-28,-125.58,-8.6,-3.1999999999999957,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,OW,202102,239,46,193,4793,19.2,-0.3000000000000007,14.6,0.531,53.1,19268,1240.4,24875.44,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,34,176.46,16.6,4.800000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SG,202102,3417,495,2922,85884,14.5,-5.300000000000001,17,0.489,48.9,258108,1323.86,33274.44,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-563,-218.13,-14.1,3.5999999999999943,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SH,202102,594,61,533,14342,10.3,-0.3999999999999986,11.6,0.486,48.6,41162,1443.08,34842.82,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,14,34.01,2.4,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SO,202102,1956,224,1732,46049,11.5,-3.5,12.8,0.489,48.9,138626,1410.99,33218.16,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-182,-131.29,-8.5,2.5999999999999943,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,SZ,202102,1301,167,1134,29091,12.8,-7.699999999999999,15.1,0.52,52,83109,1565.41,35003.43,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,11,13.23,0.9,3.3000000000000043,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TG,202102,1902,233,1669,45428,12.3,-5.300000000000001,13.7,0.457,45.7,142527,1334.48,31873.26,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-291,-204.18,-13.3,3.1000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,TI,202102,3369,340,3029,71448,10.1,-6.1,16.2,0.452,45.2,170830,1972.14,41824.04,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-341,-199.61,-9.2,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,UR,202102,290,53,237,4229,18.3,-1.8000000000000007,17.1,0.515,51.5,18768,1545.18,22533.03,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,81,431.58,38.8,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VD,202102,7525,784,6741,193375,10.4,-2.0999999999999996,14.9,0.481,48.1,400217,1880.23,48317.54,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-726,-181.4,-8.8,1.2000000000000028,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,VS,202102,2915,408,2507,63058,14,-1,20.3,0.491,49.1,172955,1685.41,36459.19,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-350,-202.36,-10.7,0.10000000000000142,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZG,202102,1063,108,955,26095,10.2,-4.200000000000001,11.1,0.499,49.9,65227,1629.69,40006.44,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-105,-160.98,-9,2.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
male,all,ZH,202102,12781,1414,11367,351813,11.1,-3.5,11.4,0.484,48.4,774299,1650.65,45436.32,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-1724,-222.66,-11.9,1.7999999999999972,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AG,202102,5504,718,4786,129876,13,-3.3999999999999986,13.1,0.518,51.800000000000004,345258,1594.17,37617.09,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-872,-252.56,-13.7,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AI,202102,86,15,71,2187,17.4,6.599999999999998,17.4,0.424,42.4,7932,1084.22,27571.86,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-25,-315.17,-22.5,-11.000000000000007,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,AR,202102,336,56,280,9636,16.7,-6.600000000000001,15.2,0.471,47.099999999999994,27426,1225.11,35134.54,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-201,-732.89,-37.4,-8.300000000000011,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BE,202102,8913,867,8046,209291,9.7,-3.1000000000000014,12,0.531,53.1,530832,1679.06,39426.98,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-1490,-280.69,-14.3,-2.1000000000000014,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
female,all,BL,202102,2579,219,2360,59877,8.5,-0.9000000000000004,9.9,0.549,54.900000000000006,148202,1740.19,40402.29,COVID19Test,sex,2021-12-02_07-48-44,isoweek,2021-02,-514,-346.83,-16.6,-1.5999999999999872,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
