nachweismethode,geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,anteil_pos,anteil_pos_diff,anteil_pos_all,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_28d,timeframe_14d
all,CH07,202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-15,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669608,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895693,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181776,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193069,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,825745,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-16,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669608,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895693,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181776,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193069,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,825745,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-17,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669608,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895693,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181776,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193069,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,825745,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-18,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669608,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895693,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181776,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193069,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,825745,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-19,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669608,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895693,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181776,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193069,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,825745,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-20,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1669608,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1895693,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1181776,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553423,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193069,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,825745,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,350986,NA,NA,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-21,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202022,7761,65,7696,7761,0.8,NA,0.8,1,100,1669608,464.84,464.84,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-22,7761,464.84,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202022,4967,40,4927,4967,0.8,NA,0.8,1,100,1895693,262.01,262.01,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-22,4967,262.01,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202022,3485,32,3453,3485,0.9,NA,0.9,1,100,1181776,294.9,294.9,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-22,3485,294.9,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202022,4995,37,4958,4995,0.7,NA,0.7,1,100,1553423,321.55,321.55,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-22,4995,321.55,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202022,2212,10,2202,2212,0.5,NA,0.5,1,100,1193069,185.4,185.4,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-22,2212,185.4,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202022,1635,6,1629,1635,0.4,NA,0.4,1,100,825745,198,198,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-22,1635,198,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202022,1286,15,1271,1286,1.2,NA,1.2,1,100,350986,366.4,366.4,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-22,1286,366.4,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202023,7355,60,7295,15116,0.8,0,0.8,1,100,1669608,440.52,905.36,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-23,-406,-24.32,-5.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202023,4780,35,4745,9747,0.7,-0.10000000000000009,0.8,1,100,1895693,252.15,514.17,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-23,-187,-9.86,-3.8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202023,3805,19,3786,7290,0.5,-0.4,0.7,1,100,1181776,321.97,616.87,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-23,320,27.07,9.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202023,4953,23,4930,9948,0.5,-0.19999999999999996,0.6,1,100,1553423,318.84,640.39,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-23,-42,-2.71,-0.8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202023,2168,8,2160,4380,0.4,-0.09999999999999998,0.4,1,100,1193069,181.72,367.12,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-23,-44,-3.68,-2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202023,1624,4,1620,3259,0.2,-0.2,0.3,1,100,825745,196.67,394.67,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-23,-11,-1.33,-0.7,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202023,967,5,962,2253,0.5,-0.7,0.9,1,100,350986,275.51,641.91,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-23,-319,-90.89,-24.8,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202024,9260,63,9197,24376,0.7,-0.10000000000000009,0.8,1,100,1669608,554.62,1459.98,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-24,1905,114.1,25.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202024,7142,69,7073,16889,1,0.30000000000000004,0.9,1,100,1895693,376.75,890.91,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-24,2362,124.6,49.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202024,5382,19,5363,12672,0.4,-0.09999999999999998,0.6,1,100,1181776,455.42,1072.28,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-24,1577,133.45,41.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202024,7561,26,7535,17509,0.3,-0.2,0.5,1,100,1553423,486.73,1127.12,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-24,2608,167.89,52.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202024,3042,17,3025,7422,0.6,0.19999999999999996,0.5,1,100,1193069,254.97,622.09,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-24,874,73.25,40.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202024,2398,19,2379,5657,0.8,0.6000000000000001,0.5,1,100,825745,290.4,685.08,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-24,774,93.73,47.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202024,933,8,925,3186,0.9,0.4,0.9,1,100,350986,265.82,907.73,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-24,-34,-9.69,-3.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202025,12582,79,12503,36958,0.6,-0.09999999999999998,0.7,1,100,1669608,753.59,2213.57,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-25,3322,198.97,35.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202025,9471,36,9435,26360,0.4,-0.6,0.7,1,100,1895693,499.61,1390.52,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-25,2329,122.86,32.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202025,5881,19,5862,18553,0.3,-0.10000000000000003,0.5,1,100,1181776,497.64,1569.93,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-25,499,42.22,9.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202025,11394,40,11354,28903,0.4,0.10000000000000003,0.4,1,100,1553423,733.48,1860.6,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-25,3833,246.75,50.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202025,4562,5,4557,11984,0.1,-0.5,0.3,1,100,1193069,382.38,1004.47,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-25,1520,127.41,50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202025,3314,17,3297,8971,0.5,-0.30000000000000004,0.5,1,100,825745,401.33,1086.41,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-25,916,110.93,38.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202025,1053,7,1046,4239,0.7,-0.20000000000000007,0.8,1,100,350986,300.01,1207.74,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-25,120,34.19,12.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202026,13994,116,13878,50952,0.8,0.20000000000000007,0.8,1,100,1669608,838.16,3051.73,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-26,1412,84.57,11.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202026,11472,67,11405,37832,0.6,0.19999999999999996,0.7,1,100,1895693,605.16,1995.68,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-26,2001,105.55,21.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202026,6864,49,6815,25417,0.7,0.39999999999999997,0.5,1,100,1181776,580.82,2150.75,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-26,983,83.18,16.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202026,13311,85,13226,42214,0.6,0.19999999999999996,0.5,1,100,1553423,856.88,2717.48,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-26,1917,123.4,16.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202026,6446,40,6406,18430,0.6,0.5,0.4,1,100,1193069,540.29,1544.76,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-26,1884,157.91,41.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202026,4003,34,3969,12974,0.8,0.30000000000000004,0.6,1,100,825745,484.77,1571.19,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-26,689,83.44,20.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202026,1224,2,1222,5463,0.2,-0.49999999999999994,0.7,1,100,350986,348.73,1556.47,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-26,171,48.72,16.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202027,14466,171,14295,65418,1.2,0.3999999999999999,0.8,1,100,1669608,866.43,3918.17,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-27,472,28.27,3.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202027,13864,111,13753,51696,0.8,0.20000000000000007,0.7,1,100,1895693,731.34,2727.02,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-27,2392,126.18,20.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202027,8793,88,8705,34210,1,0.30000000000000004,0.7,1,100,1181776,744.05,2894.8,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-27,1929,163.23,28.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202027,16387,216,16171,58601,1.3,0.7000000000000001,0.7,1,100,1553423,1054.9,3772.38,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-27,3076,198.02,23.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202027,8863,63,8800,27293,0.7,0.09999999999999998,0.5,1,100,1193069,742.87,2287.63,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-27,2417,202.58,37.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202027,5716,74,5642,18690,1.3,0.5,0.8,1,100,825745,692.22,2263.41,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-27,1713,207.45,42.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202027,1806,28,1778,7269,1.6,1.4000000000000001,0.9,1,100,350986,514.55,2071.02,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-27,582,165.82,47.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202028,10179,175,10004,75597,1.7,0.5,1,1,100,1669608,609.66,4527.83,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-28,-4287,-256.77,-29.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202028,9178,102,9076,60874,1.1,0.30000000000000004,0.8,1,100,1895693,484.15,3211.17,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-28,-4686,-247.19,-33.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202028,6268,107,6161,40478,1.7,0.7,0.8,1,100,1181776,530.39,3425.18,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-28,-2525,-213.66,-28.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202028,12419,200,12219,71020,1.6,0.30000000000000004,0.9,1,100,1553423,799.46,4571.84,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-28,-3968,-255.44,-24.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202028,5683,82,5601,32976,1.4,0.7,0.7,1,100,1193069,476.33,2763.96,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-28,-3180,-266.54,-35.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202028,4059,68,3991,22749,1.7,0.3999999999999999,1,1,100,825745,491.56,2754.97,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-28,-1657,-200.66,-29,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202028,1648,32,1616,8917,1.9,0.2999999999999998,1.1,1,100,350986,469.53,2540.56,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-28,-158,-45.02,-8.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202029,9519,241,9278,85116,2.5,0.8,1.1,1,100,1669608,570.13,5097.96,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-29,-660,-39.53,-6.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202029,7932,120,7812,68806,1.5,0.3999999999999999,0.8,1,100,1895693,418.42,3629.6,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-29,-1246,-65.73,-13.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202029,5295,101,5194,45773,1.9,0.19999999999999996,0.9,1,100,1181776,448.05,3873.24,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-29,-973,-82.34,-15.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202029,10134,198,9936,81154,2,0.3999999999999999,1,1,100,1553423,652.37,5224.2,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-29,-2285,-147.09,-18.4,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH05,202029,4552,75,4477,37528,1.6,0.20000000000000018,0.8,1,100,1193069,381.54,3145.5,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-29,-1131,-94.79,-19.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH06,202029,3657,71,3586,26406,1.9,0.19999999999999996,1.1,1,100,825745,442.87,3197.84,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-29,-402,-48.69,-9.9,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH07,202029,1480,35,1445,10397,2.4,0.5,1.3,1,100,350986,421.67,2962.23,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-29,-168,-47.86,-10.2,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH01,202030,8893,354,8539,94009,4,1.5,1.4,1,100,1669608,532.64,5630.6,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-30,-626,-37.49,-6.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH02,202030,5941,84,5857,74747,1.4,-0.10000000000000009,0.9,1,100,1895693,313.39,3942.99,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-30,-1991,-105.03,-25.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH03,202030,4390,106,4284,50163,2.4,0.5,1.1,1,100,1181776,371.47,4244.71,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-30,-905,-76.58,-17.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
all,CH04,202030,7878,173,7705,89032,2.2,0.20000000000000018,1.1,1,100,1553423,507.14,5731.34,COVID19Test,,2021-12-02_07-48-44,isoweek,2020-30,-2256,-145.23,-22.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
